created_at,text,Polarity,Subjectivity
Tue Apr 19 19:10:55 +0000 2016,RT @TheFix: Donald Trump is a heck of a lot smarter than he gets credit for https://t.co/WauHpgLKmH https://t.co/3jgvVWVCLz,[0.243346],0.0
Tue Apr 19 19:10:55 +0000 2016,"RT @FT: New York Republicans are giving Donald Trump a chance, and liking what they see https://t.co/W7Rh5haZel https://t.co/bDy0yvyxH9",0.13636363636363635,0.45454545454545453
Tue Apr 19 19:10:56 +0000 2016,RT @BlackPplVines: Donald Trump rally vs. Bernie Sander rally https://t.co/H39bgUB906,[0.389078],0.0
Tue Apr 19 19:10:56 +0000 2016,Ben Shapiro: Donald Trump Is A Liar https://t.co/7KotODfkHa #NYPrimary  #PrimaryDay #NeverTrump #ChooseCruz #CruzCrew #JewsForCruz,[0.0130886],0.0
Tue Apr 19 19:10:56 +0000 2016,RT @tpb: Donald Trump Won't Raise The Minimum Wage Because He Will Get Everyone A High-Paying Job https://t.co/0JbMovYzx9,[0.332732],0.0
Tue Apr 19 19:10:56 +0000 2016,Just voted for Donald J. Trump! Never been so excited for a candidate #NYPrimary #VeteransforTrump #Trump2016 #MakeAmericaGreatAgain,0.375,0.75
Tue Apr 19 19:10:58 +0000 2016,"RT @WorldStarFunny: YG had 40,000 people chanting ""F*CK DONALD TRUMP"" at Coachella https://t.co/5A2YeNMtyc",[0.164293],0.0
Tue Apr 19 19:10:59 +0000 2016,"Donald Trump was just mentioned on CNNHD #donaldtrump #trump2016 
read more:
https://t.co/bFYX2K2XEH",0.5,0.5
Tue Apr 19 19:10:59 +0000 2016,Donald Trump is gonna start war all over again can I move to canada,0.0,0.0
Tue Apr 19 19:10:59 +0000 2016,Donald Trump's Iowa Fly-by with Air Force One theme song https://t.co/OE1sKEHv4p,[0],0.0
Tue Apr 19 19:11:00 +0000 2016,RT @MrLeSam: 812. Mac Miller - Donald Trump https://t.co/l33PgzXC41,[0.0741593],0.0
Tue Apr 19 19:11:00 +0000 2016,"RT @FT: New York Republicans are giving Donald Trump a chance, and liking what they see https://t.co/W7Rh5haZel https://t.co/bDy0yvyxH9",0.13636363636363635,0.45454545454545453
Tue Apr 19 19:11:01 +0000 2016,"https://t.co/EhYaADyBym about: 
Rapper YG has 20k people screaming 'F*** Donald Trump' at Coachella
       #news #hot #daily #mail #forex",0.125,0.42500000000000004
Tue Apr 19 19:11:01 +0000 2016,"Trump OKs 'major' spending surge, expanded roles for Manafort and Wiley. https://t.co/pxa5siujwE #Trump2016 #MAGA https://t.co/nlcqpswaUc",0.0625,0.5
Tue Apr 19 19:11:02 +0000 2016,"@griffm60 Nope, I'm not done telling the truth about #lyinted 

https://t.co/bacblEhaXS",[0.484454],0.0
Tue Apr 19 19:11:02 +0000 2016,"RT @BohoOutfitters: Donald Trump: I like it when people wear no makeup 
Me: https://t.co/t4xNwTs6Rm",[0.484454],0.0
Tue Apr 19 19:11:02 +0000 2016,"@HuffingtonPost Take this in, #HillaryMachine - #WomenForTrump https://t.co/2PFi2XZAgG",[-0.288376],0.0
Tue Apr 19 19:11:02 +0000 2016,Botched or #Onpurpose #drumphagain https://t.co/9vTtVbjLb4,[-0.167805],0.0
Tue Apr 19 19:11:02 +0000 2016,RT @AllKnowA: We all know a dumbass named Donald Trump,0.0,0.0
Tue Apr 19 19:11:03 +0000 2016,"RT @AmyMek: No surprise Donald Trump won the Alabama Primary!

#PrimaryDay 
#Trump2016 https://t.co/4KQYEximM9",0.5,0.5
Tue Apr 19 19:11:03 +0000 2016,"@Always_Trump @baaron2871 ,Damn Skippy 55%+++++ ALL DAY
GO DONALD TRUMP, MAGA",0.0,0.0
Tue Apr 19 19:11:04 +0000 2016,"RT @MakeupGuides: Donald Trump: I like it when people wear no makeup 
Me: https://t.co/3nxnaRY5sK",[0.484454],0.0
Tue Apr 19 19:11:05 +0000 2016,"RT @BohoOutfitters: Donald Trump: I like it when people wear no makeup 
Me: https://t.co/t4xNwTs6Rm",[0.484454],0.0
Tue Apr 19 19:11:06 +0000 2016,How is ANYONE still taking him seriously? https://t.co/Y2pmzeHgra  #Trump,-0.3333333333333333,0.6666666666666666
Tue Apr 19 19:11:06 +0000 2016,"RT @MakeupGuides: Donald Trump: I like it when people wear no makeup 
Me: https://t.co/3nxnaRY5sK",[0.484454],0.0
Tue Apr 19 19:11:07 +0000 2016,Donald Trump Refers To 9/11 As 7/11 | NowThis: https://t.co/7ytHoftn9y via @YouTube,[0.0999539],0.0
Tue Apr 19 19:11:07 +0000 2016,"""As Donald Trump Speaks, Some Voters Hear Echoes of Ed Koch"" MAGGIE HABERMAN and JONATHAN MARTIN https://t.co/5IPrHNKpLQ",[-0.204167],0.0
Tue Apr 19 19:11:09 +0000 2016,RT @SpeakUp4Trump: Everyone should watch this Donald Trump video. He's fighting for the people! https://t.co/SXibV2ZYvX,[0.389078],0.0
Tue Apr 19 19:11:09 +0000 2016,"RT @TheDreamCIoset: Donald Trump: I like it when people wear no makeup 
Me: https://t.co/f5lg0fh0eZ",[0.484454],0.0
Tue Apr 19 19:11:10 +0000 2016,"RT @WeLoveRobDyrdek: YG had 40,000 people chanting ""F*CK DONALD TRUMP"" at Coachella https://t.co/NLAA7boXXy",[0.164293],0.0
Tue Apr 19 19:11:10 +0000 2016,RT @Rene_gadeCowboy: Veterans need to wake up to this con man .. Using them to pander votes and money https://t.co/9ArbVN5yfj,[-0.272681],0.0
Tue Apr 19 19:11:10 +0000 2016,RT @GuardianUS: Donald Trump's campaign faces unprecedented rift amid delegate panic https://t.co/pOcGP2twTB,0.6,0.9
Tue Apr 19 19:11:10 +0000 2016,RT @IDisDummies: LMAO RT @GotMyEdgesMami: I thought this was Donald trump with Fantasia lmao https://t.co/FOwFvyRS66,0.6,1.0
Tue Apr 19 19:11:11 +0000 2016,"RT @MakeupGuides: Donald Trump: I like it when people wear no makeup 
Me: https://t.co/3nxnaRY5sK",[0.484454],0.0
Tue Apr 19 19:11:11 +0000 2016,If Donald Trump is cheated of his Presidency by corrupt officials we are all going to go bottoms up !! https://t.co/X1ttzgkops,-0.78125,1.0
Tue Apr 19 19:11:12 +0000 2016,"@EboniKWilliams  F*cking idiot, the male version of Sarah Palin https://t.co/4XrbUnNeYC",-0.4,0.45
Tue Apr 19 19:11:12 +0000 2016,@bungalevista Donald Trump's will then talk about the 28 pages during the correction. Free air time. Genius!,0.5,0.8
Tue Apr 19 19:11:14 +0000 2016,63% satisfied with Trump as nominee in CNN     poll. Now we need is to retain won delegates. Depending on Manafort! https://t.co/C1vahTK95i,0.625,1.0
Tue Apr 19 19:11:14 +0000 2016,"RT @MakeupGuides: Donald Trump: I like it when people wear no makeup 
Me: https://t.co/3nxnaRY5sK",[0.484454],0.0
Tue Apr 19 19:11:14 +0000 2016,"RT @WinnaWinna2016: That's the plan 
Trump jhadding Republicans so Hillary wins 
Open borders 
Gun control https://t.co/229DHgq0Nz",0.15,0.35
Tue Apr 19 19:11:15 +0000 2016,@Cartoon_Peacock * donald trump made a shitty reason so he got away with it when he shouldn't have,0.0,0.0
Tue Apr 19 19:11:15 +0000 2016,"RT @TheAffinityMag: 20,000+ saying ""Fuck Donald Trump"" at Coachella. This is history happening https://t.co/qvuiNAKFnB",-0.4,0.6
Tue Apr 19 19:11:14 +0000 2016,@CNNSotu #TrumpGasBag THE DONALD TRUMP WHOOPEE CUSHION! https://t.co/tnRx8irYaB   Deflate the Donald! https://t.co/IU7FtQQGQu,[0.301966],0.0
Tue Apr 19 19:11:16 +0000 2016,RT @ImBrianJoyce: 7/11 was an inside job. Jet fuel can't melt Taquito's. https://t.co/fzNQdMYNL8,[-0.226413],0.0
Tue Apr 19 19:11:16 +0000 2016,"#News: Donald Trump needs to read the Bible and pray, says Ben Carson https://t.co/fxn59dlxV1",[-0.0456413],0.0
Tue Apr 19 19:11:16 +0000 2016,"RT @FT: New York Republicans are giving Donald Trump a chance, and liking what they see https://t.co/W7Rh5haZel https://t.co/bDy0yvyxH9",0.13636363636363635,0.45454545454545453
Tue Apr 19 19:11:17 +0000 2016,"RT @BIackPplVines: YG had 40,000 people chanting ""F*CK DONALD TRUMP"" at Coachella https://t.co/TjarulYD0i",[0.164293],0.0
Tue Apr 19 19:11:18 +0000 2016,"RT @sexualgifs_: 20,000+ chanting ""Fuck Donald Trump"" at Coachella https://t.co/nxpn1GAai5",-0.4,0.6
Tue Apr 19 19:11:18 +0000 2016,RT @nowthisnews: VINE: Beyonce and Donald Trump are both competing for the Beyonce vote https://t.co/hTGvZsHz0j,[0],0.0
Fri Apr 15 03:54:38 +0000 2016,#mygeniusidea a cure for the disease of people liking Donald Trump,0,0
Fri Apr 15 03:54:47 +0000 2016,RT @rejectedjokes: Batman vs Superman vs Iron Man vs Captain America vs Donald Trump vs Hillary Clinton vs Bernie Sanders vs vs vs vs #2016,0,0
Fri Apr 15 03:55:12 +0000 2016,RT @TrumpTrain8: Retweet if you are 100 PERCENT voting for Donald Trump,0,0
Fri Apr 15 03:55:17 +0000 2016,Donald Trump and Dennis Skinner unimpressed by disclosures of 'dodgy Dave' #fakeheadlinebot #learntocode #makeatwitterbot #javascript,0,0
Fri Apr 15 04:02:10 +0000 2016,RT @favorite90744: @specino Hilary Clininton is just a girl version of Donald Trump and puppet,0,0
Fri Apr 15 04:02:49 +0000 2016,RT @GabeSerbian: Gene Simmons is the Donald Trump of music.,0,0
Fri Apr 15 04:06:08 +0000 2016,@Nudah if you follow me I'll fist Donald Trump!,0,0
Fri Apr 15 04:06:13 +0000 2016,RT @DailyVotingPoll: Do you think Donald Trump will be president of the United States of America?,0,0
Fri Apr 15 04:06:54 +0000 2016,@mtuan93 do you follow American politics? What's your opinion on Donald trump?,0,0
Fri Apr 15 04:12:14 +0000 2016,@JosephsTweeter you celebrate Donald trump stfu pasty ass,0,0
Fri Apr 15 04:12:17 +0000 2016,RT @tedcruz: RT @FallonTonight: Donald Trump calls @TedCruz to give him a prep interview before his appearance on The Tonight Show:,0,0
Fri Apr 15 04:12:21 +0000 2016,RT @ginopon: @hirokiyuus ellen is poseidon if poseidon was donald trump,0,0
Fri Apr 15 04:12:21 +0000 2016,RT @VOICEOFCHID: Bernie Sanders is just like Donald Trump. He doesn't study. He just shoots from the hip. #DemDebate,0,0
Fri Apr 15 04:12:24 +0000 2016,RT @UncleBp: Donald Trump must receive 6 million tweets a day. About 1/2 come from hardcore White racists according to my TL.,0,0
Fri Apr 15 04:12:35 +0000 2016,RT @Za1d: Donald Trump is like that one aunty that everyone hates but she doesn't know that everyone hates her.,0,0
Fri Apr 15 04:17:28 +0000 2016,The E! network is like the Donald Trump of TV channels.,0,0
Fri Apr 15 04:17:40 +0000 2016,"Things #Dems against per the debate:
White Folks
American citizens
Guns- gun makers-NRA-gun shops-gun rights
Donald Trump 
Securing border",0,0
Fri Apr 15 03:54:57 +0000 2016,RT @joshgreenman: Case closed: Vote anyone but Trump https://t.co/4DJkTDP7Fj,-0.1,0.1
Fri Apr 15 04:02:23 +0000 2016,RT @JustinWolfers: Bernie raises money for his fellow Democrats the same way Donald Trump gives money to charity.,0,0.125
Fri Apr 15 04:17:46 +0000 2016,RT @JustinWolfers: Bernie raises money for his fellow Democrats the same way Donald Trump gives money to charity.,0,0.125
Fri Apr 15 04:02:21 +0000 2016,"RT @JesseLehrich: Bernie took the exact same position on @NATO as Donald Trump, which Ds &amp; Rs alike have slammed.
#DemDebate",0.125,0.1875
Fri Apr 15 04:02:24 +0000 2016,"RT @JesseLehrich: Bernie took the exact same position on @NATO as Donald Trump, which Ds &amp; Rs alike have slammed.
#DemDebate",0.125,0.1875
Fri Apr 15 04:06:02 +0000 2016,Really??!! https://t.co/RCvTiNUxBB,0.3125,0.2
Fri Apr 15 03:54:45 +0000 2016,"Sharon Stone on Trump's ""Hubris"" and Bernie: ""How Much Acid Has This Guy Taken?"" https://t.co/Ho0X0mCYir via @thr",0.2,0.2
Fri Apr 15 03:54:49 +0000 2016,RT @emodad_: if you're voting for Donald Trump I have to assume you understand politics about as much as Donald Trump understands politics,0.2,0.2
Fri Apr 15 04:02:21 +0000 2016,"RT @txchick999: Sharon Stone on Trump's ""Hubris"" and Bernie: ""How Much Acid Has This Guy Taken?"" https://t.co/eEnMOPcipX via @thr",0.2,0.2
Fri Apr 15 04:02:41 +0000 2016,RT @Drudge_Report_: #SHARON STONE Rips #Bernie: 'How Much Acid Has This Guy #Taken?' https://t.co/t08Aw40I0z,0.2,0.2
Fri Apr 15 04:12:27 +0000 2016,6 reasons to believe Donald Trump could really blow this thing https://t.co/W1SLX1caVD,0.2,0.2
Fri Apr 15 04:12:36 +0000 2016,RT @NewsBreaksLive: #SHARON STONE Rips #Bernie: 'How Much Acid Has This Guy #Taken?' https://t.co/aqdBSSnURv,0.2,0.2
Fri Apr 15 04:02:19 +0000 2016,RT @SavGod_: gotta be bernie.. ik his old ass wears a seatbelt  https://t.co/t7TL3QmRmU,0.1,0.2
Fri Apr 15 04:06:20 +0000 2016,Ted Cruz instead of Donald Trump? No thanks https://t.co/L5cpctyizl,-0.1,0.2
Fri Apr 15 04:07:05 +0000 2016,RT @FishmanLevine: Ted Cruz instead of Donald Trump? No thanks https://t.co/L5cpctyizl,-0.1,0.2
Fri Apr 15 04:17:39 +0000 2016,RT @FishmanLevine: Ted Cruz instead of Donald Trump? No thanks https://t.co/L5cpctyizl,-0.1,0.2
Fri Apr 15 04:17:25 +0000 2016,"@realDonaldTrump @WSJ @realDonaldTrump the libs can thk us later. DONALD J TRUMP AMERICA'S NEXT GREAT PRESIDENT 
#TRUMPTRAIN",0.26666666666666666,0.25
Fri Apr 15 04:12:06 +0000 2016,RT @kencampbell66: The Next Colorado: Cruz Snatches More Delegates in Nebraska https://t.co/E7Vemw8VZ0 https://t.co/cOsbg8A4hg,0.25,0.25
Fri Apr 15 03:54:40 +0000 2016,"In 1,20,2017 president Donald J Trump in the White House Office yes enjoy it. https://t.co/rcNOZkVXbk",0.2,0.25
Fri Apr 15 03:55:05 +0000 2016,"RT @sontianie: In 1,20,2017 president Donald J Trump in the White House Office yes enjoy it. https://t.co/rcNOZkVXbk",0.2,0.25
Fri Apr 15 04:12:18 +0000 2016,The Best Theory of 1992: Donald Trump Took Amphetamine-Like Diet... https://t.co/plHEPzW8WE #DonaldTrump,1,0.3
Fri Apr 15 04:12:52 +0000 2016,RT @BadAsianGirls: Best way for Mac Miller to introduce Donald Trump http://t.co/VTi1TqYR1m,1,0.3
Fri Apr 15 03:55:17 +0000 2016,What is that Asian Donald Trump lady's @? I love her,0.25,0.3
Fri Apr 15 04:02:29 +0000 2016,Donald Trump Really Sucks https://t.co/qvFUPhJv37,-0.3,0.3
Fri Apr 15 04:06:30 +0000 2016,Donald Trump Really Sucks https://t.co/Zr7emwmZSw,-0.3,0.3
Fri Apr 15 04:12:26 +0000 2016,Donald Trump Really Sucks https://t.co/qgHUIFdaFS,-0.3,0.3
Fri Apr 15 04:17:29 +0000 2016,"356724 - ""Who the hell wants to talk about politics all the time?"" Donald Trump asked a room full of Republican... https://t.co/pH4gsE33EU",0.275,0.325
Fri Apr 15 04:07:06 +0000 2016,RT @TCOT2016: @GDKalfie @peddoc63 @JVER1 YOURE TELLING ME! https://t.co/11a7hHPHLN cruz should give the money back! Lol,0.4,0.35
Fri Apr 15 04:12:11 +0000 2016,These bombings were done by scum  let in the USA be failed President William Jefferson Clinton and his wife would be https://t.co/xGu5K7qKTc,-0.4,0.35
Fri Apr 15 04:12:36 +0000 2016,President Donald J Trump you're the one for the White House office n 2017. Make America Great Again. America vote Trump 2016. God is with U.,0.4,0.375
Fri Apr 15 04:02:25 +0000 2016,"I realize I'm a @tedcruz supporter so I'm biased, but I think he comes off really well on the late night shows
https://t.co/tQEousx8VM",-0.04999999999999999,0.4
Fri Apr 15 04:06:48 +0000 2016,"NY Post basing Trump endorsement upon a guess? A hope? | ""Should he win the nomination, we expect Trump to pivot"" https://t.co/TJHRu4TyVB",0.8,0.4
Fri Apr 15 04:06:59 +0000 2016,RT @PrisonPlanet: If this video had an audio track it would be the sound of Michelle Fields' career deflating. https://t.co/HsWvgeXV0v,0.4,0.4
Fri Apr 15 04:17:49 +0000 2016,I liked a @YouTube video from @indianpriceinfo https://t.co/QFxprsfVKI Donald Trump Documentary - All Glitters aren't Gold - How US,0.3,0.4
Fri Apr 15 04:12:02 +0000 2016,Current mood: I would let Donald Trump be President if it meant that I could meet Brendon,0,0.4
Fri Apr 15 04:12:25 +0000 2016,RT @6StringedLove: Current mood: I would let Donald Trump be President if it meant that I could meet Brendon,0,0.4
Fri Apr 15 04:17:53 +0000 2016,RT @6StringedLove: Current mood: I would let Donald Trump be President if it meant that I could meet Brendon,0,0.4
Fri Apr 15 04:06:04 +0000 2016,"RT @Read_N_Learn: As expected, the @nypost has endorsed @realDonaldTrump https://t.co/74VN9vZdfx",-0.1,0.4
Fri Apr 15 04:06:16 +0000 2016,Donald Trump leaves people wondering if he knows Joe Paterno is dead.. Related Articles: https://t.co/9dud1lZ0Eg,-0.1,0.4
Fri Apr 15 04:02:43 +0000 2016,She was starting shit you tards https://t.co/5bqqTCHy2c,-0.1,0.45
Fri Apr 15 03:55:10 +0000 2016,RT @JoeBeertap: STOP THE HATE: Donald Trump's Immoral Idea For Financing The Mexican Border Wall - Forbes https://t.co/0NtBFpKeG5 #DumpTrump,-0.4,0.45
Fri Apr 15 04:06:44 +0000 2016,@mtuan93 will Donald Trump really make America great again,0.5,0.475
Fri Apr 15 04:17:39 +0000 2016,A poll released Thursday found Mr. Trump to be the most unpopular major presidential candidate in more than 30 years https://t.co/JvB7BsnrEg,0.3541666666666667,0.5
Fri Apr 15 04:06:56 +0000 2016,Words to live by https://t.co/mgINpCi0B8,0.13636363636363635,0.5
Fri Apr 15 04:17:22 +0000 2016,"LIVE Stream: Donald Trump in Suffolk County, Patchogue, NY https://t.co/XfK81TViu2",0.13636363636363635,0.5
Fri Apr 15 04:17:56 +0000 2016,my stepdad wanted donald trump in office and now he's all for bernie AND I LIVE FOR THIS MOMENT,0.13636363636363635,0.5
Fri Apr 15 04:06:53 +0000 2016,"Donald Trump was just mentioned during The Kelly File on FNCHD
read more:
https://t.co/xaWRZBz79v",0.5,0.5
Fri Apr 15 04:07:00 +0000 2016,"RT @PatrickSvitek: Fallon as Trump suggests Cruz lip sync RIhanna's ""Work.""

""OK, Donald, I'm hanging up now,"" Cruz says.",0.5,0.5
Fri Apr 15 04:12:36 +0000 2016,RT @USAHipster: MORE AMMO FOR DONALD TRUMP @realDonaldTrump  https://t.co/s8iI4kZOSy,0.5,0.5
Fri Apr 15 04:17:20 +0000 2016,"Donald Trump was just mentioned during The Kelly File on FNCHD
read more:
https://t.co/oArMQE54td",0.5,0.5
Fri Apr 15 04:17:28 +0000 2016,"Donald Trump was just mentioned during The Eighties on CNNHD
read more:
https://t.co/FfoGLn93vL",0.5,0.5
Fri Apr 15 04:17:53 +0000 2016,"Donald Trump was just mentioned during The Rachel Maddow Show on MSNBC
read more:
https://t.co/otdcShIHNO",0.5,0.5
Fri Apr 15 04:06:03 +0000 2016,RT @CosimoBellanto3: @Franklin_Graham When i hear Donald Trump speak I AM PROUD TO BE AN AMERICAN,0.4,0.5
Fri Apr 15 03:55:11 +0000 2016,"RT @Fatnando: CONFIRMED: Lana Del Rey will be performing her song ""National Anthem"" at Donald Trump's next rally https://t.co/q6Xv20yTWN",0.2,0.5
Fri Apr 15 03:54:46 +0000 2016,RT @BernieSanders: Bernie Sanders outperforms Hillary Clinton in every major poll when tested against Donald Trump. Now that's electability.,0.0625,0.5
Fri Apr 15 04:17:42 +0000 2016,RT @slone: Trump's challenging the victim culture that has turned into a victimizing culture. https://t.co/sftKdVcklT,0.2125,0.525
Fri Apr 15 04:06:18 +0000 2016,"He's full of something, alright! #SleezyDonald #NeverTrump #DumpTrump #WomenAgainstTrump #CruzCrew #OnlyCruz https://t.co/FUPcJbdaqb",0.4375,0.55
Fri Apr 15 04:06:35 +0000 2016,"RT @PizzaPartyBen: ""I love Donald Trump to- https://t.co/4hQdiFOUfV",0.5,0.6
Fri Apr 15 04:17:46 +0000 2016,"RT @PizzaPartyBen: ""I love Donald Trump to- https://t.co/4hQdiFOUfV",0.5,0.6
Fri Apr 15 04:06:49 +0000 2016,Cheater! You're no different than what we have in office now. I will vote for Hillary if Donald Trump doesn't get the nomination. Cheater!#,0,0.6
Fri Apr 15 03:54:42 +0000 2016,RT @BlueBoxDave: Fuck the Post. I'm ashamed to have been published in it. https://t.co/vTfyX6mX30,-0.4,0.6
Fri Apr 15 04:06:48 +0000 2016,RT @SoftGlas: Except Donald Trump. Fuck Donald Trump. Wholeheartedly.,-0.4,0.6
Fri Apr 15 04:12:24 +0000 2016,RT @skaijackson: The reason Donald Trump is winning is probably the same reason why Taylor Swift is so famous.,0.3333333333333333,0.625
Fri Apr 15 04:17:25 +0000 2016,RT @msjbe20a: Donald Trump to headline fundraiser near site of anti-immigrant hate crime https://t.co/d8WyCBOgse via @msnbc,-0.35000000000000003,0.65
Fri Apr 15 03:54:38 +0000 2016,"Donald Trump facetime dancing ""Work"" os best thing so far in 2016 #FallonTonight",0.55,0.65
Fri Apr 15 03:55:06 +0000 2016,i dont like hillary but true! https://t.co/GBqGykhzTC,0.4375,0.65
Fri Apr 15 04:06:49 +0000 2016,@GOP_Left_Me @realDenaldTrump @realDonaldTrump @thedailybeast No it is quite real! Donald Trump is a fake conservative though.,-0.125,0.65
Fri Apr 15 03:54:47 +0000 2016,RT @arianasholyass: i hate my school more than donald trump not even kidding,-0.15000000000000002,0.7
Fri Apr 15 03:55:11 +0000 2016,@DonPupusa @TorreySmithWR the quote you tried to say isn't even on there.. Lol smh your point is invalid https://t.co/vXPWk3rHGG,0.8,0.7
Fri Apr 15 04:06:17 +0000 2016,"Lol
""Hold on Donald let me get my pen"" https://t.co/xsyKNwdix9",0.8,0.7
Fri Apr 15 04:06:29 +0000 2016,lol just stop  https://t.co/UihmBd2kZw,0.8,0.7
Fri Apr 15 04:02:16 +0000 2016,Long-Haired Guinea Pig Tired of Being Mistaken for Donald Trump https://t.co/8bXoHYJuM6 @elsiekarmadi https://t.co/l9P5Jnsv1h,-0.4,0.7
Fri Apr 15 04:02:42 +0000 2016,Great interview with Larry King talking about Trump! #Trump2016 #MAGA https://t.co/lxzNbUM7IT,1,0.75
